key,North America,Africa,South America,Asia,Europe,Australia,Antarctica
1025409600000,23.041422681023,7.9356392949025,7.9149900245423,13.153938631352,9.3433263069351,5.1162447683392,1.3503144674343
1028088000000,19.854291255832,7.4514668527298,7.0899888751059,12.456410521864,8.4583069475546,4.2022848306513,1.2232741112434
1030766400000,21.02286281168,7.9085410566608,7.5996132380614,12.537048663919,8.0342398154196,4.3543715758736,1.3930470790784
1033358400000,22.093608385173,5.8996782364764,8.2741174301034,13.947386398309,8.1538966876572,5.4641223667245,1.2631275030593
1036040400000,25.108079299458,6.0591869346923,9.3564460833513,14.421680682568,10.743604786849,6.0041275884577,1.5842699103708
1038632400000,26.982389242348,5.9667815800451,9.7066786059904,14.143238262286,12.349366155851,6.6050520064486,1.9546996043116
1041310800000,19.828984957662,8.65528925664,10.213363052343,12.229635347478,10.742682503899,5.0154059912793,0.8504048300986
1043989200000,19.914055036294,8.7690763386254,10.285809585273,12.508479916948,11.360983869935,5.1835708554647,0.85340686311353
1046408400000,19.436150539916,8.6386160387453,10.222053149228,12.155368409526,11.441336039535,5.1142682006164,0.843061357391
1049086800000,21.558650338602,5.9895557449743,8.6188592137975,13.335455563994,10.897508791837,5.0271381717695,2.119846992476
1051675200000,24.395594061773,6.3840324338159,9.3335447543566,12.888210138167,11.469101547709,5.3437782653456,2.5285382124858
1054353600000,24.747089309384,6.5196511461441,8.9312402186628,12.842092790511,12.086311476742,5.2105844515767,2.5056570712835
1056945600000,23.491755498807,7.0738618553114,8.1895089343658,12.513816474199,8.0697180773504,6.552565997799,2.5212789901005
1059624000000,23.376634878164,6.5745957367133,8.260622135079,12.21453674494,8.2004392233445,6.9873363581831,2.6192011642534
1062302400000,24.581223154533,6.4658359184444,7.7700786851364,11.750848343935,8.4566434900643,7.010986789097,2.5382187823805
1064894400000,24.922476843538,2.7622758754954,7.9907428771318,10.526579636787,7.9565760979059,4.4254242025515,2.3393223047168
1067576400000,27.357712939042,2.9794782986241,8.7769091865606,10.873596086087,9.3764619255827,4.9613848042174,2.491219888698
1070168400000,26.503020572593,2.8735432712019,8.4855077060661,11.019967131519,9.0747664160538,4.8854920484764,2.497555874906
1072846800000,26.658901244878,1.6344817513645,9.6277203033655,11.235789380602,10.508939004673,4.0441111794228,1.734018115546
1075525200000,27.065704156445,1.5869248754883,9.9685913452624,11.859910850657,10.69936754483,4.0219596813179,1.9307268299646
1078030800000,28.735320452588,1.7172279157246,10.615085181759,12.531031616536,10.681562399145,4.3065749225355,2.2261679836799
1080709200000,31.572277846319,1.9649927409867,9.2902488079646,11.360451067019,13.184786109406,3.9148434915404,1.7608893704206
1083297600000,30.932161503638,2.0261695079196,8.8610439830061,11.456244780202,12.668213052351,3.8659430654512,1.6242690616808
